,Tweet,Hashtag
665,"End 3: NDSU 2, Buffalo 1

#UBhornsUP",#UBhornsUP
666,"Buffalo scores a run on two hits to take a 1-0 lead through two innings of play!

#UBhornsUP",#UBhornsUP
667,"We recognize a name on this list 😉

@DyaishaFair is not only the best player in the MAC but one of the best in all… https://t.co/zaB6ecU2zW",#UBhornsUP
668,"Game two against North Dakota State is underway!

Buffalo will be the home team.

Live Stats: https://t.co/Bv8z4K9uLh

#UBhornsUP",#UBhornsUP
669,"Way to go @UBBullssoftball!! 

#UBhornsUP https://t.co/7tuxg8KXBG",#UBhornsUP
670,"BULLS WIN!!!

Rachel Steffan provided the go-ahead RBI single and Alexis Lucyshyn recorded a career-high 10 strikeo… https://t.co/Tny4zPwSZm",#UBhornsUP
671,"2023 WR Oluwakoleade Osinubi has received an offer from Buffalo!

#UBhornsUP https://t.co/7LFeltJhZW",#UBhornsUP
672,"2023 LB Dwight Johnson Jr has received an offer from Buffalo!

#UBhornsUP https://t.co/nhrk5cLWT1",#UBhornsUP
673,"2023 WR Nathan Stewart had received an offer from Buffalo!

#UBhornsUP https://t.co/OZfuqqHy0t",#UBhornsUP
674,"End 4: Buffalo 2, Tarleton 0

Lucshyn records back-to-back strikeouts to end the inning!

#UBhornsUP",#UBhornsUP
675,"Anna Aguon blasts a two-run shot to right to give the Bulls a 2-0 lead!

#UBhornsUP https://t.co/9ikUpmTOkF",#UBhornsUP
676,"I have rooms booked for Miami and Toledo, figuring one of those two will #UBHomecoming

@ubalumni 

#UBHornsUP https://t.co/C8HHRDzvGq",#UBhornsUP
677,"Bulls Begin Final Road Swing on Saturday at Kent State

PREVIEW: https://t.co/XEltfyoYzr

#UBhornsUP",#UBhornsUP
678,"🚨𝙎𝘾𝙃𝙊𝙊𝙇 𝙍𝙀𝘾𝙊𝙍𝘿🚨

Katie Pollock followed Lawton's performance in the 100 breast prelim as she breaks her own school… https://t.co/LRIASEKY64",#UBhornsUP
679,Cheers to Dean Aviva Abramovsky @UBSchoolofLaw for inviting us to a great game! #UBhornsUP https://t.co/E1LfxgGmtO,#UBhornsUP
680,"Starting lineup for game one of the day against Tarleton State!

#UBhornsUP https://t.co/gWq9X6OwTs",#UBhornsUP
681,"Good luck @UB_XCTF as they get their Championships going today!

#UBhornsUP https://t.co/28sh0Trjau",#UBhornsUP
682,UB Law hit the court Wed. night to cheer the UB Bulls women’s basketball team on to victory! LtoR: Elissa Gunasingh… https://t.co/7wGh6wfNzt,#UBhornsUP
683,@UB_XCTF good luck at MAC championships! #UBhornsUP 🤘🏼💙,#UBhornsUP
684,"Buffalo won its fifth road game in the month of February, the most in the nation this season. Since Jim Whitesell t… https://t.co/ZOr2MBb44v",#UBhornsUP
685,At last the first game of the year is easy. #UBhornsUP https://t.co/HiJBIVNNml,#UBhornsUP
686,"What games will @Sportstalkbuff1 &amp; I be attending this season 🤔

#MACtion 🏴‍☠️🏈 #UBhornsUP 🤘 #GetTheseHorns 💥🐃💨 https://t.co/6yiA7jRuJX",#UBhornsUP
687,"Let’s make it a season to remember!🤘💪

#UBhornsUP | #ALL41 https://t.co/VrJPg1A9w2",#UBhornsUP
688,"🚨𝙎𝘾𝙃𝙊𝙊𝙇 𝙍𝙀𝘾𝙊𝙍𝘿🚨

Jillian Lawton starts the day off strong in the 100 fly prelim as she breaks her own school record… https://t.co/u39XQtnsH5",#UBhornsUP
689,"🏀 Buffalo Bulls (@UBmenshoops) #UBHornsUp
🆚 W @ Northern Illinois Huskies #NIU #MACtion
✈️ N121CZ | FRG247 | E120
🛫… https://t.co/76nMrb5IGQ",#UBhornsUP
690,"Today is Day 1️⃣ of the @MACSports Championships!

📍: Kent, Ohio
🕥: 10:45 a.m.
🏟: Kent State Field House
⏱:… https://t.co/78WdsKKvSr",#UBhornsUP
691,It's GAMEDAY!!! The Bulls continue play at the Lobo Classic with a doubleheader against Tarleton State and North Da… https://t.co/RU0AMCnbRC,#UBhornsUP
692,"Today is Day 3⃣ of the @MACSports Championships!

📍: Bowling Green, Ohio
🕥: 10:30 a.m. - Prelims
🕒: 3 p.m. - Diving… https://t.co/vPn5Tae7SF",#UBhornsUP
693,"The Bulls fall in extra innings.

Buffalo returns to action on Friday with a doubleheader against Tarleton State an… https://t.co/HtzVE4EchR",#UBhornsUP
694,"🥇1-meter diving goes to @UBSwimDiveTeam's Victoria Franz!🥇

Score: 318.75

#UBhornsUP | #MACtion https://t.co/5KBv56kjYN",#UBhornsUP
695,"End 7: Buffalo 2, UTEP 2

#UBhornsUP",#UBhornsUP
696,Bulls Close Out Road Trip With Eighth Straight Win #UBhornsUP https://t.co/4VcHHdnKza,#UBhornsUP
697,"End 6: Buffalo 2, UTEP 2

#UBhornsUP",#UBhornsUP
698,"Castro does it again! This time it's an RBI double to right center to tie the game at two!

#UBhornsUP",#UBhornsUP
699,"Only 2 regular season home games left for @UBmenshoops! The Bulls are finally back home on Saturday! 

Get your tic… https://t.co/uQmjgpRXGC",#UBhornsUP
700,"Alright @UBmenshoops! Way to pick up another road win!! 

See you back in Alumni Arena on Saturday!! 

#UBhornsUP https://t.co/SKMJ72fJR0",#UBhornsUP
701,Keep on rolling @UBmenshoops ! #UBhornsUP,#UBhornsUP
702,"End 4: Buffalo 1, UTEP 0

#UBhornsUP",#UBhornsUP
703,"EIGHT IS GREAT!!

Bulls win their eighth straight with a 79-68 victory at Northern Illinois.

These two teams back… https://t.co/O1c9LLzxok",#UBhornsUP
704,"Coming down to the wire in DeKalb!

Buffalo 71, Northern Illinois 62 - 2:55 2H

#UBhornsUP",#UBhornsUP
705,"*cue Olympic music*

The Bulls earn 🖐️ medals today to bring their total to 7!

#UBhornsUP 🤘 https://t.co/whjrYClEjm",#UBhornsUP
706,"Huskies have cut the Buffalo lead to 10 and UB will burn the timeout.

Buffalo 64, Northern Illinois 54 - 5:59 2H

#UBhornsUP",#UBhornsUP
707,"#Buffalo has offered ‘23 Linebacker Dwight “DJ” Johnson Jr. @djjohnson232 

#UBhornsUP 

#MAC 

#DominateEverything #BeADawg🐶",#UBhornsUP
708,"Bulls continue to lead by double figures here in the second half

Buffalo 62, Northern Illinois 49 - 7:50 2H

#UBhornsUP",#UBhornsUP
709,"End 2: Buffalo 1, UTEP 0

#UBhornsUP",#UBhornsUP
710,"Brianna Castro puts the Bulls on the board with a solo shot to left!

#UBhornsUP https://t.co/OvrKMZ2RRY",#UBhornsUP
711,"Bulls have opened up their largest lead of the game as four UB players are in double figures, led by 18 from Jeenat… https://t.co/5a5jW9O6jh",#UBhornsUP
712,"We are underway at the Lobo Softball Field

#UBhornsUP",#UBhornsUP
713,The Bulls remain in second place after two days of competition. #UBhornsUP 🤘 https://t.co/jjDTLV1Nfb,#UBhornsUP
714,"Bulls have opened up a double figures lead here with a strong start to the second half

Buffalo 50, Northern Illino… https://t.co/nm7RbIbERT",#UBhornsUP
715,Just catching up on the @UBmenshoops vs MIA-OH game from the other day and somebody needs to have a talk with Ronal… https://t.co/fOinyW8kAr,#UBhornsUP
716,Second half about to get underway.  Jeenathan Williams led the Bulls with 10 first half points.  UB held a 23-16 ad… https://t.co/sFgJcBcrsG,#UBhornsUP
717,The Bulls close out day 2 with a silver medal finish while setting a program record in the 200 freestyle relay! 🥈🥈🥈… https://t.co/chAvnb1oCG,#UBhornsUP
718,"Bulls end the half on a 6-0 run to take a lead into the break

#UBhornsUP https://t.co/qhTCMrkxKC",#UBhornsUP
719,"For the first time since 2010, when Meili Carpenter won, the Bulls take home gold in the 1-meter dive! Victoria Fra… https://t.co/dH07v6b2wl",#UBhornsUP
720,"Bulls hanging in there despite shooting just 39% from the floor.

Northern Illinois 28, Buffalo 27 - 3:19 1H

Segu… https://t.co/hv1cYxkRkf",#UBhornsUP
721,"Congrats @JoshuaMballa 

1,000 point scorers for the Bulls this season:
Jeenathan Williams
Maceo Jack
Ronaldo Segu… https://t.co/imRbShPiRy",#UBhornsUP
722,@UBmenshoops shooting like an absolute bag of trash in this first half just 33% FG and 12% 3P more than halfway thr… https://t.co/ERLNfEwDjg,#UBhornsUP
723,"With his last bucket Josh Mballa has become the 26th player in school history to score 1,000 career points… https://t.co/3ryVZdY4Da",#UBhornsUP
724,"Starting lineup for our Lobo Classic opener against UTEP!

#UBhornsUP https://t.co/UJr98BUuEn",#UBhornsUP
725,"Bulls struggling offensively as they are just 5-of-15 from the floor, but playing solid D, trailing by just two.

N… https://t.co/VWFqrLqMJy",#UBhornsUP
726,Couple things from the @UBmenshoops game first NIU has a HORRIBLE court worst I have ever seen and second the annou… https://t.co/HnJa9i1Yfz,#UBhornsUP
727,"Bulls with a 9-8 advantage at the first media timeout.

Three different scorers, led by four from Ronaldo Segu

#UBhornsUP",#UBhornsUP
728,"NIU wins the tip and we are underway at the Convocation Center

#UBhornsUP",#UBhornsUP
729,"Just over 20 minutes to tip off here in DeKalb.  

Starters are in the book!

#UBhornsUP https://t.co/F2VDhVoK0p",#UBhornsUP
730,"Hey @Summaluh 19/19 double double, @DyaishaFair 21 pts, G Woolley 27 pts, Cece Hooks held to 14 pts &amp;… https://t.co/s4V58rPXRg",#UBhornsUP
731,"Jillian Lawton ties for third in the 50 freestyle!🥉

#UBhornsUP 🤘 https://t.co/Tu8bcns6CK",#UBhornsUP
732,"Toni Naccarella brings home the silver medal in the 50 freestyle! 🥈

#UBhornsUP https://t.co/dkJcrqAu91",#UBhornsUP
733,"Our match at Cleveland State this weekend has been moved from tomorrow to Saturday morning at 10 am

#UBhornsUP",#UBhornsUP
734,"Marij van der Mast takes home the bronze in the 500 freestyle! 🥉

#UBhornsUP 🤘 https://t.co/wbr1nSbhIE",#UBhornsUP
735,"We are just 3️⃣0️⃣ minutes away from tonight’s finals! Tune in and watch the Bulls on ESPN+! 

#UBhornsUP 🤘 https://t.co/9PWbpUHTKO",#UBhornsUP
736,"Before tuning in for tonight’s @UBmenshoops game at 8:30 p.m., watch the @UBSwimDiveTeam defend their MAC title on… https://t.co/LIYXp2EmRn",#UBhornsUP
737,"2023 OT Jayden Bass has received an offer from Buffalo!

#UBhornsUP https://t.co/fJhGPFcYcL",#UBhornsUP
738,"Youngstown St TE transfer Josh Burgett has received an offer from Buffalo!

#UBhornsUP https://t.co/lyTv2toutJ",#UBhornsUP
739,UB Tennis Set For Matches At Cleveland State #UBhornsUP https://t.co/wVdADKrSfG,#UBhornsUP
740,UB Tennis Set For Matches At Cleveland State #UBhornsUP https://t.co/ra4XRxuntm,#UBhornsUP
741,"After the morning swimming prelims, here are the Bulls headed to tonight's finals:

500 Free
- van der Mast - Champ… https://t.co/MY2LdnpM6I",#UBhornsUP
742,1️⃣ day away! #UBhornsUP 🤘 https://t.co/awn3JPlYzJ,#UBhornsUP
743,"The @UBwomenshoops &amp; @UBmenshoops teams are heading back to Cleveland!

🗓️March 9th - 12th
📍Rocket Mortgage FieldHo… https://t.co/7yPGwNanHH",#UBhornsUP
744,When Coach Mo talks about spending quality time with family this what it looks like! Digging deep to build up!… https://t.co/cCjC7t2HCR,#UBhornsUP
745,"Wishing a very happy birthday to #8  @leahwengender ! 

#WeAreOne #CARE #UBhornsUp https://t.co/uWQ0YAUNtS",#UBhornsUP
746,"Game Day in DeKalb! First of two straight against the Huskies

🆚@GoHuskiesMBB
🕰 8:00 pm ET
 📍 DeKalb, IL
🏟 Convocat… https://t.co/zhKqAxkBwU",#UBhornsUP
747,"Good luck @UBBullssoftball! 

#UBhornsUP https://t.co/BPjnekcoP8",#UBhornsUP
748,"It's GAMEDAY!!! The Bulls open play at the Lobo Classic with a game against UTEP at 8:30pm ET.

📊… https://t.co/cQTuZrvPoX",#UBhornsUP
749,"Today is Day 2⃣ of the @MACSports Championships!

📍: Bowling Green, Ohio
🕥: 10:30 a.m. - Prelims
🕒: 3 p.m. - Diving… https://t.co/Ii1zC5bFFv",#UBhornsUP
750,"Congratulations to former Bull Paul Nosworthy on his selection in the #USFLDraft 

#UBhornsUP | #ALL41 |… https://t.co/TbBCh8SMuP",#UBhornsUP
751,"Buffalo's forward spoke with VAVEL USA in the midst of having a career-year with the Bulls. 

#CollegeBasketball… https://t.co/suPQK8plbU",#UBhornsUP
752,"After day one, the Bulls are in second place!

#UBhornsUP 🤘 https://t.co/zOMPaMFmVe",#UBhornsUP
753,Tonight @UBwomenshoops recorded their 13th home win. It is the most home wins since the 2016-17 season and just one… https://t.co/rc3pxvmYci,#UBhornsUP
754,"Whoop whoop! Let’s go @UBwomenshoops! 

#UBhornsUP https://t.co/p0WIHnbjJd",#UBhornsUP
755,"Bulls Clinch Spot in MAC Tournament With 79-65 Win Over Ohio

RECAP: https://t.co/EVBC8T1qIB

#UBhornsUP",#UBhornsUP
756,With their 79-65 victory over Ohio tonight...@UBwomenshoops earn their tournament spot. The @news4buffalo sports te… https://t.co/8tIESxyuyr,#UBhornsUP
757,"That was fun! Take a look at some of the best moments from tonight's dominating win over Ohio!

#UBhornsUP https://t.co/DhFjD3jTvO",#UBhornsUP
758,"🏀🚨CLEVELAND BOUND!🚨🏀

@UBwomenshoops has clinched a spot in the 2022 MAC Women's Basketball Tournament!

#UBhornsUP… https://t.co/FpYOGWm8uf",#UBhornsUP
759,"3⃣ in a row for the BULLS! 🤘

Summer Hemphill goes for 19 points and 19 rebounds, while Woolley adds 27 points and… https://t.co/yOCjJQsNw9",#UBhornsUP
760,"We didn't want the @Olympics to end, so here's the medal count after day 1 of the @MACSports Championships!… https://t.co/1gtrGvS1bx",#UBhornsUP
761,"ON TO CLEVELAND! 

With tonight’s win, the Bulls have officially clinched a spot in the @MACSports Tournament! 🤘🏻… https://t.co/LKA924GQo2",#UBhornsUP
762,"Bulls hold off Ohio for third straight win!

Woolley 27 pts and 8 rebs
Fair 21 pts 
Hemphill 19 pts and 19 rebs… https://t.co/2lHuxd8zUX",#UBhornsUP
763,"Congratulations to @UBwomenshoops on winning a trip to Cleveland.

#UBhornsUP",#UBhornsUP
764,"WOOLLEY FOR 3!!! 

Bulls lead 73-60 with 2:00 left!

#UBhornsUP",#UBhornsUP
765,"FAIR FOR 3!!!

Bulls lead 70-60 with 2:28 left!

#UBhornsUP",#UBhornsUP
766,"Fair's jumper stops the Ohio run. Bulls lead 63-52 with 4:52 left.

#UBhornsUP",#UBhornsUP
767,"Ohio is making a run to cut the UB lead to 61-48 with 7:33 left.

#UBhornsUP",#UBhornsUP
768,"Bulls extend lead to 22 after the third!

Summer Hemphill with 17 points and 17 rebounds.

The Bulls outrebounding… https://t.co/2PQC1bvtH6",#UBhornsUP
769,"Summer Hemphill up to 15 points and 13 rebounds and the Bulls lead Ohio, 52-33, with 4:23 left in the third quarter.

#UBhornsUP",#UBhornsUP
770,"🥈🥈🥈🥈

The Bulls take second in the 800 freestyle relay to close out day one of the MAC Championships!

#UBhornsUP 🤘 https://t.co/XxWhFaL1C5",#UBhornsUP
771,"+18 at the half!

Three Bulls in double-figures

Fair 14
Woolley 11
Hemphill 10

#UBhornsUP https://t.co/BQ8bx7f5rx",#UBhornsUP
772,"Bulls lead 32-19 with 4:52 left in the half.

Georgia Woolley leads all scorers with 11 points.

#UBhornsUP",#UBhornsUP
773,"Good Start 🤘

#UBhornsUP https://t.co/Jv6yR62iCM",#UBhornsUP
774,"Bulls have made it to DeKalb!! Getting some shots up before tomorrow’s game against the Huskies

#UBhornsUP https://t.co/ER8MEIrMbF",#UBhornsUP
775,"Good start for the Bulls! UB leads 14-5 with 2:45 left in the first quarter.

UB is dominating the glass, outreboun… https://t.co/eKts9l6r5O",#UBhornsUP
776,"And we are underway...

#UBhornsUP",#UBhornsUP
777,"Starting lineup for tonight's clash with the Bobcats!

#UBhornsUP https://t.co/jkTlck5a3f",#UBhornsUP
778,"🥈🥈🥈🥈

The Bulls set a new program record in the first race of the @MACSports Championships!

#UBhornsUP 🤘 https://t.co/HXpvqHefTy",#UBhornsUP
779,"Good luck @UBSwimDiveTeam! Bring back the 🏆!! 

#UBhornsUP https://t.co/D9ea7ksRfq",#UBhornsUP
780,"🚨 NATIONAL TV ALERT 🚨

Our regular season finale at Kent State has been picked up by ESPNU.

Tip off is at 6pm… https://t.co/IJmjTa16ik",#UBhornsUP
781,2️⃣ days away! #UBhornsUP 🤘 https://t.co/FEH6D9NRmz,#UBhornsUP
782,It’s #EqualityandInclusionNight at Alumni Arena. We are proud to support @DeiRising and their mission to support di… https://t.co/rN0k2PV5oY,#UBhornsUP
783,Bulls Begin Back-To-Back With NIU In DeKalb Thursday #UBhornsUP https://t.co/l5o589GLZu,#UBhornsUP
784,"Best of luck to @UBWomenSwimDive as they begin their MAC Championship defense tonight

#UBhornsUP https://t.co/EiRGRItc1s",#UBhornsUP
785,"As the Bulls travel up to DeKalb, they have entered their fifth of six states over the last 10 days.

UB has been i… https://t.co/wCDofpfDiz",#UBhornsUP
786,"Today is Day 1⃣ of the @MACSports Championships!

🏊: Akron, Ball State, Bowling Green, Eastern Michigan, Miami (OH)… https://t.co/ymKpXJeoTT",#UBhornsUP
787,"Buffalo Bulls G Dyaisha Fair is currently ranked fifth in the nation in scoring (23.8 ppg).

She has also been name… https://t.co/wDzi3hu5hV",#UBhornsUP
788,"In two games against Miami this season, Josh Mballa averaged 24.5 points and 17.0 rebounds per game.

He is on the… https://t.co/scHIVJvLSW",#UBhornsUP
789,Big congratulations to @DyaishaFair on being named one of 10 semifinalists for the @herhoopstats Becky Hammon Mid-M… https://t.co/VDiKX84KMz,#UBhornsUP
790,"https://t.co/SX5JPCtgvH

Bulls are relentless…
Bulls are tough….
Bulls don’t give up! 

#UBhornsUP
#Buffalowrestling
#thefutureisbright",#UBhornsUP
791,"We’ve got one final film session here in Hamilton and then the Bulls will take the five hour bus ride up to DeKalb. 

#UBhornsUP",#UBhornsUP
792,"It's GAMEDAY!!! Come out and support Bulls as they look to clinch a spot in the MAC Tournament!

🆚 @OhioWBasketball… https://t.co/FxsvofbxfK",#UBhornsUP
793,"2023 OT Ben Decker has received an offer from Buffalo!

#UBhornsUP https://t.co/8rGRNErHLU",#UBhornsUP
794,"Jim Whitesell joins @WGR550 this morning live from Hamilton, OH to talk about last night’s win and the current seve… https://t.co/E6c950ri1Z",#UBhornsUP
795,@MACSports swimming championships start today. Good luck to @UBSwimDiveTeam!  Be fast in the water. #UBhornsUP #proudbull.,#UBhornsUP
796,"Thank you for your support tonight!

#UBhornsUP https://t.co/5xPtgB2qXr",#UBhornsUP
797,"Sixth straight game with 80 or more points, its longest stretch since 2018-19.

Since the 2017-18 season, the Bulls… https://t.co/iNET8r2key",#UBhornsUP
798,Williams’ Floater Leads Bulls To Seventh Straight Victory #UBhornsUP https://t.co/JkpIs7vu2w,#UBhornsUP
799,"Strong road win @UBmenshoops!! 
🙌🏻👍🏻👊🏻

#UBhornsUP https://t.co/vmflwPtKtG",#UBhornsUP
800,Another W! #UBhornsUP https://t.co/yt1zErAD7t,#UBhornsUP
801,"Seven in a row for the Bulls. Beating bottom feeders, but stockpiling wins and gaining confidence. #UBhornsUP #ClevelandIsTheReason",#UBhornsUP
802,Inevitably I’m going to die watching college basketball one day. My heart can’t take this. 💙🤘#UBhornsUP https://t.co/sqvlUYl9NH,#UBhornsUP
803,"Jeenathan Williams calls GAME!

#UBhornsUP https://t.co/vAwFL7VUfX",#UBhornsUP
804,Massive exhale #UBhornsUP,#UBhornsUP
805,"BULLS WIN!!

Make it seven in a row for the good guys!!

#UBhornsUP https://t.co/3Qx2Bark8S",#UBhornsUP
806,"1st FG of 2nd is huge for Williams. 86-84 Bulls, under 3 sec left. One final shot for Miami. Winning time, gents #UBhornsUP",#UBhornsUP
807,"Jeenathan Williams hits the floater with just under three seconds left to give UB the lead back.

Miami calls timeo… https://t.co/6ocPTeEGmA",#UBhornsUP
808,"Huge 3 for Lairy. Unreal. This guy has been amazing this half. 84 all, 25 to go,  Bulls ball at @MiamiOH_BBall #UBhornsUP",#UBhornsUP
809,HUGE back to back buckets by @SeguRonaldo and @dskogman42. Very smart offense after questionable 3 misses by Jack a… https://t.co/VEGUiyRMD5,#UBhornsUP
810,"Lairy drills another long three and we are tied at 84-84.

Bulls ball with 25.5 left.  UB can hold for final shot

#UBhornsUP",#UBhornsUP
811,"Back to back buckets from Skogman and Segu and the Bulls are back ahead

Buffalo 84, Miami 81 - 37.6 2H

#UBhornsUP",#UBhornsUP
812,Not sure what you can say as @UBmenshoops goes down 81-80 with 2 left in 2nd. Miami is hitting ridiculous shots. #UBhornsUP,#UBhornsUP
813,"RedHawks beat the shot clock with a long three to regain the lead.

Miami 81, Buffalo 80 -2:14 2H

#UBhornsUP",#UBhornsUP
814,So @JoshuaMballa and @dskogman42 have their double doubles &amp; @SeguRonaldo is flirting with a triple double (14/6/8)… https://t.co/m23oZ6mrtb,#UBhornsUP
815,"Bulls regain the lead on an Mballa tip in as he is up to 21 points.

Buffalo 78, Miami 76 - 3:38 2H

#UBhornsUP",#UBhornsUP
816,"Bulls are close to 3 double doubles: 14 pts / 8 assists for @SeguRonaldo, 10 pts / 9 boards for @dskogman42 &amp; 17 pt… https://t.co/R85n1GnbQj",#UBhornsUP
817,RedHawks have scored the last six to cut the UB lead to four.  Miami doing most of its damage from the free throw l… https://t.co/2z5v7yT6Ga,#UBhornsUP
818,"Curtis Jones knocks down a big triple to put the Bulls back up by double figures

Buffalo 72, Miami 62 - 7:51

Miam… https://t.co/zegQxFzvBa",#UBhornsUP
819,"Buffalo 65, Miami 55 - 11:43 2H

RedHawks to the line out of the timeout

#UBhornsUP",#UBhornsUP
820,"The two teams trade threes, the last a triple from Josh Mballa, who now has a game-high 17 points.

Buffalo 63, Mia… https://t.co/11PEMggfTr",#UBhornsUP
821,"Seven straight for the Bulls to open the second half and Miami needs to talk it over just 75 seconds in!

Buffalo 5… https://t.co/5xt7DmEyzi",#UBhornsUP
822,"Second half about to get underway.

Bulls will have the first possession!

#UBhornsUP",#UBhornsUP
823,"20 mins down in Oxford!

#UBhornsUP https://t.co/yU1rTzZMkG",#UBhornsUP
824,"All tied up here with four minutes to go in the first half.

Buffalo 32, Miami 32 - 4:05 1H

Segu now up to six fir… https://t.co/VNLD1PKZms",#UBhornsUP
825,Miami has gotten back into this game as the Bulls have gone scoreless for nearly 3 minutes.  RedHawks in the bonus… https://t.co/4wCjqQgQJw,#UBhornsUP
826,"Bulls have led by as many as 14 here in the opening half, currently a 10 point Buffalo advantage.

Buffalo 23, Miam… https://t.co/uTR90XA2xK",#UBhornsUP
827,"Bulls on a 9-0 run to open up a 16-7 lead here in the first half.  Jeenathan Williams with eight points and Josh Mballa with six

#UBhornsUP",#UBhornsUP
828,"Put that man on a poster, Jeenathan! #UBhornsUP",#UBhornsUP
829,Sorry remote! #UBhornsUP https://t.co/bnuILOWkyr,#UBhornsUP
830,"UB wins the tip and we are underway!

#UBhornsUP",#UBhornsUP
831,"Just about 10 minutes to tip off here at Millett Hall.

Starters are in the book!!

#UBhornsUP https://t.co/CiIbru3jj2",#UBhornsUP
832,"Bulls Welcome Ohio To Alumni Arena on Wednesday

PREVIEW: https://t.co/dUViNJIhgQ

#UBhornsUP",#UBhornsUP
833,"I'm still haunted by this 😱 ...

#NFL #NFLDraft2014 #Bills #BillsMafia #UBhornsUP #WhatIf https://t.co/QlZODleBgI https://t.co/F7vcM3lnGY",#UBhornsUP
834,"Congrats to @DyaishaFair on being named @MACSports Player of the Week! 🤘🏻

STORY: https://t.co/LwpBZyUip7… https://t.co/77GKe68UuD",#UBhornsUP
835,"Dyaisha Fair had a stellar week for the Bulls as she averaged 33.5 points, 8.0 rebounds, 2.5 assists and 3.0 steals… https://t.co/tirWEC6Xqz",#UBhornsUP
836,"2023 RB Nolan Ray had received an offer from Buffalo!

#UBhornsUP https://t.co/pjOxws1kE4",#UBhornsUP
837,"As we get ready for tomorrow's game against Ohio, take a look back at the Top 5 plays from Saturday's win!… https://t.co/7kSu0jevT1",#UBhornsUP
838,Just 3️⃣ days away from the indoor @MACSports championships! #UBhornsUP 🤘 https://t.co/Gi7q0qRZ9O,#UBhornsUP
839,Just 1️⃣ more sleep! #UBhornsUP 🤘 https://t.co/dH7FowGaRZ,#UBhornsUP
840,"3️⃣ Bulls in the national rankings!

@spann_derek 
@highrollerjohn 
Michael Petite

#UBhornsUP https://t.co/NJg04GHDth",#UBhornsUP
841,"Happy 2.22.22 Day!!

#UBhornsUP https://t.co/56WashSBOf",#UBhornsUP
842,A day late but worth the wait…check out the latest episode of “Mini Mic Monday” with Coach Blair and the squad 🤘🏻🎤… https://t.co/sOlmBfGAUk,#UBhornsUP
843,"Happy birthday to Bulls legend Khalil Mack! @FiftyDeuce 

🤘2016 Defensive Player of the Year
🤘4x All-Pro
🤘6x Pro Bo… https://t.co/Nr7qhfcnfA",#UBhornsUP
844,"Setting The Standard. 

#UBhornsUP https://t.co/5evDUllHuJ",#UBhornsUP
845,"Georgia Tech DL transfer Jordan Domineck has received an offer from Buffalo!

#UBhornsUP https://t.co/94s19fOxHc",#UBhornsUP
846,"2023 OT Rob Fogler has received an offer from Buffalo!

#UBhornsUP https://t.co/XNIFIkZW2i",#UBhornsUP
847,"Game Day in Oxford as the Bulls go for Seven Straight!!

🆚@MiamiOH_BBall
🕰 7:00 pm
 📍 Oxford, OH
🏟 Millett Hall
📺… https://t.co/SNVK2UL6AV",#UBhornsUP
848,"Bulls have made it to Millett Hall for tomorrow’s game against Miami

#UBhornsUP https://t.co/fVfTYv4REU",#UBhornsUP
849,Let US hear you! Let US see you! The staff here @UBFootball is looking forward to finding the next great class of B… https://t.co/GefttVqEa5,#UBhornsUP
850,"🏀 Buffalo Bulls (@UBmenshoops) #UBHornsUp
🆚 Miami RedHawks #RiseUpRedHawks #MACtion
✈️ N121CZ | FRG247 | E120
🛫 BUF… https://t.co/7kovDegd6y",#UBhornsUP
851,On a relentless search for the absolute best that the class of 2023 has to offer because the best is the standard!… https://t.co/Qky6FwjASA,#UBhornsUP
852,Nationally relevant @UBmenshoops stats: 109th in NCAA NET; @SeguRonaldo is 30th in D1 with 5.3 apg; @JoshuaMballa i… https://t.co/TUzkVv0Imu,#UBhornsUP
853,Looking for ‘23 Bulls who aren’t afraid to strain and execute #ubhornsup 🤘🤘🤘 https://t.co/I2n11a9LoM,#UBhornsUP
854,2️⃣ more days! #UBhornsUP 🤘 https://t.co/jz2DUWk4oB,#UBhornsUP
855,Bulls Take Win Streak To Miami (OH) Tuesday Night #UBhornsUP https://t.co/r3rkwQ4Xzw,#UBhornsUP
856,"2022 UB Football Spring Practice Dates! Mark your calendar to visit our staff &amp; team this Spring.
#UBhornsUP #ALL41… https://t.co/rFiJclhfNY",#UBhornsUP
857,"JOSH MBALLA NAMED @MACSports  CO-PLAYER OF THE WEEK!

https://t.co/9NkwBh4nLl

#UBhornsUP https://t.co/H6FB5drgWG",#UBhornsUP
858,"2023 CB Jonas Duclona has received an offer from Buffalo!

#UBhornsUP https://t.co/qjs1Kh9IBv",#UBhornsUP
859,"2022 SS/RB Jonathan Capo has committed to Buffalo! Another great addition to a All-Time class!

#UBhornsUP https://t.co/6ybFlTwdgh",#UBhornsUP
860,2023 Katy DB Arian Parish reports an offer from the University of Buffalo. #TXHSFB #UBhornsUP https://t.co/z8Yr9KF0h9,#UBhornsUP
861,"The journey to a @MACSports Title begins March 29th 😤🤘

#UBhornsUP #ALL41 #GetTheseHorns https://t.co/JfzuaiEvCM",#UBhornsUP
862,3️⃣ more days! #UBhornsUP 🤘 https://t.co/nhNRDpl0WL,#UBhornsUP
863,@UBmenshoops had an amazing time Courtside!!! An amazing experience with the wife and friends. #UBhornsUP https://t.co/XbHBK8KqDm,#UBhornsUP
864,"2022 UB Football Spring Practice Dates! ⬇️

🗓 Mark your calendar to visit our staff &amp; team this Spring!… https://t.co/ps4U9O4kyT",#UBhornsUP
